Business Unit,Division,Family,Product,Product Description,UoM,Orderable UoM,Barcode (GTIN)
Endovascular,Peripheral/Carotid,Fox SV,83157-02,FOX+ISI- sv PTA Catheter 4.0 mm x 15 mm x 150 cm,EA,1,08717648116841
Endovascular,Peripheral/Carotid,Fox SV,83159-02,FOX+ISI- sv PTA Catheter 4.0 mm x 20 mm x 150 cm,EA,1,08717648116858
Endovascular,Peripheral/Carotid,Fox SV,83161-02,FOX+ISI- sv PTA Catheter 4.0 mm x 30mm x 150 cm,EA,1,08717648116865
Endovascular,Peripheral/Carotid,Fox SV,83163-02,FOX+ISI- sv PTA Catheter 4.0 mm x 40 mm x 150 cm,EA,1,08717648116872
Endovascular,Peripheral/Carotid,Fox SV,83165-02,FOX+ISI- sv PTA Catheter 4.0 mm x 60 mm x 150 cm,EA,1,08717648116889
Endovascular,Peripheral/Carotid,Fox SV,83167-02,FOX+ISI- sv PTA Catheter 5.0 mm x 15 mm x 150 cm,EA,1,08717648116438
Endovascular,Peripheral/Carotid,Fox SV,83169-02,FOX+ISI- sv PTA Catheter 5.0 mm x 20 mm x 150 cm,EA,1,08717648116452
Endovascular,Peripheral/Carotid,Fox SV,83171-02,FOX+ISI- sv PTA Catheter 5.0 mm x 30 mm x 150 cm,EA,1,08717648116469
Endovascular,Peripheral/Carotid,Fox SV,83173-02,FOX+ISI- sv PTA Catheter 5.0 mm x 40 mm x 150 cm,EA,1,08717648116476
Endovascular,Peripheral/Carotid,Fox SV,83175-02,FOX+ISI- sv PTA Catheter 5.0 mm x 60 mm x 150 cm,EA,1,08717648116483
Endovascular,Peripheral/Carotid,Fox SV,83197-02,FOX+ISI- sv PTA Catheter2.0 mm x 60 mm x 150 cm,EA,1,08717648116667
Endovascular,Peripheral/Carotid,Fox SV,83372-02,FOX+ISI- sv PTA Catheter 2.5 mm x 20 mm x 150 cm,EA,1,08717648116704
Endovascular,Peripheral/Carotid,Fox SV,83374-02,FOX+ISI- sv PTA Catheter 2.5 mm x 30 mm x 150 cm,EA,1,08717648116711
Endovascular,Peripheral/Carotid,Fox SV,83376-02,FOX+ISI- sv PTA Catheter 2.5 mm x 40 mm x 150 cm,EA,1,08717648116728
Endovascular,Peripheral/Carotid,Fox SV,83378-02,FOX+ISI- sv PTA Catheter 2.5 mm x 60 mm x 150 cm,EA,1,08717648116735
Endovascular,Peripheral/Carotid,Fox SV,83964-02,FOX+ISI- sv PTA Catheter 2.0 mm x 80 mm x 150 cm,EA,1,08717648116674
Endovascular,Peripheral/Carotid,Fox SV,83965-02,FOX+ISI- sv PTA Catheter 2.0 mm x 100 mm x 150 cm,EA,1,08717648116681
Endovascular,Peripheral/Carotid,Fox SV,83966-02,FOX+ISI- sv PTA Catheter 2.0 mm x 120 mm x 150 cm,EA,1,08717648116698
Endovascular,Peripheral/Carotid,Fox SV,83967-02,FOX+ISI- sv PTA Catheter 2.5 mm x 80 mm x 150 cm,EA,1,08717648116742
Endovascular,Peripheral/Carotid,Fox SV,83968-02,FOX+ISI- sv PTA Catheter 2.5 mm x 100 mm x 150 cm,EA,1,08717648116759
Endovascular,Peripheral/Carotid,Fox SV,83969-02,FOX+ISI- sv PTA Catheter 2.5 mm x 120 mm x 150 cm,EA,1,08717648116766
Endovascular,Peripheral/Carotid,Fox SV,83970-02,FOX+ISI- sv PTA Catheter 3.0 mm x 80 mm x 150 cm,EA,1,08717648116810
Endovascular,Peripheral/Carotid,Fox SV,83971-02,FOX+ISI- sv PTA Catheter 3.0 mm x 100 mm x 150 cm,EA,1,08717648116827
Endovascular,Peripheral/Carotid,Fox SV,83972-02,FOX+ISI- sv PTA Catheter 3.0 mmx 120 mm x 150 cm,EA,1,08717648116834
Endovascular,Peripheral/Carotid,Fox SV,83973-02,FOX+ISI- sv PTA Catheter 4.0 mm x 80 mm x 150 cm,EA,1,08717648116896
Endovascular,Peripheral/Carotid,Fox SV,83974-02,FOX+ISI- sv PTA Catheter 4.0 mm x 100 mm x 150 cm,EA,1,08717648116902
Endovascular,Peripheral/Carotid,Fox SV,83975-02,FOX+ISI- sv PTA Catheter 4.0 mm x 120 mm x 150 cm,EA,1,08717648116445
Endovascular,Peripheral/Carotid,Fox SV,83976-02,FOX+ISI- sv PTA Catheter 5.0 mm x 80 mm x 150 cm,EA,1,08717648144608
Endovascular,Peripheral/Carotid,Fox SV,83977-02,FOX+ISI- sv PTA Catheter 5.0 mm x 100 mm x 150 cm,EA,1,08717648144615
Endovascular,Peripheral/Carotid,Fox SV,83978-02,FOX+ISI- sv PTA Catheter 5.0 mm x 120 mm x 150 cm,EA,1,08717648144622
Endovascular,Peripheral/Carotid,Fox SV,83979-02,FOX+ISI- sv PTA Catheter 6.0 mm x 20 mm x 150 cm,EA,1,08717648144639
Endovascular,Peripheral/Carotid,Fox SV,83980-02,FOX+ISI- sv PTA Catheter 6.0 mm x 40 mm x 150 cm,EA,1,08717648144646
Endovascular,Peripheral/Carotid,Fox SV,83981-02,FOX+ISI- sv PTA Catheter 6.0 mm x 60 mm x 150 cm,EA,1,08717648144653
Endovascular,Peripheral/Carotid,Fox SV,83982-02,FOX+ISI- sv PTA Catheter 6.0 mm x 80 mm x 150 cm,EA,1,08717648144660
Endovascular,Peripheral/Carotid,Fox SV,83983-02,FOX+ISI- sv PTA Catheter 6.0 mm x 100 mm x 150 cm,EA,1,08717648144677
Endovascular,Peripheral/Carotid,Fox SV,83984-02,FOX+ISI- sv PTA Catheter 6.0 mm x 120 mm x 150 cm,EA,1,08717648144684
Endovascular,Peripheral/Carotid,FoxCross,10321-20,FoxCross .035 5.0 mm x 20 mm x 50 cm,EA,1,08717648127083
Endovascular,Peripheral/Carotid,FoxCross,10321-40,FoxCross .035 5.0 mm x 40 mm x 50 cm,EA,1,08717648127090
Endovascular,Peripheral/Carotid,FoxCross,10322-20,FoxCross .035 6.0 mm x 20 mm x 50 cm,EA,1,08717648127106
Endovascular,Peripheral/Carotid,FoxCross,10322-40,FoxCross .035 6.0 mm x 40 mm x 50 cm,EA,1,08717648127113
Endovascular,Peripheral/Carotid,FoxCross,10323-20,FoxCross .035 7.0 mm x 20 mm x 50 cm,EA,1,08717648127120
Endovascular,Peripheral/Carotid,FoxCross,10323-40,FoxCross .035 7.0 mm x 40 mm x 50 cm,EA,1,08717648127137
Endovascular,Peripheral/Carotid,FoxCross,10324-20,FoxCross .035 3.0 mm x 20 mm x 80 cm,EA,1,08717648127144
Endovascular,Peripheral/Carotid,FoxCross,10324-40,FoxCross .035 3.0 mm x 40 mm x 80 cm,EA,1,08717648127151
Endovascular,Peripheral/Carotid,FoxCross,10324-80,FoxCross .035 3.0 mm x 80 mm x 80 cm,EA,1,08717648127168
Endovascular,Peripheral/Carotid,FoxCross,10325-100,FoxCross .035 4.0 mm x 100 mm x 80 cm,EA,1,08717648127175
Endovascular,Peripheral/Carotid,FoxCross,10325-120,FoxCross .035 4.0 mm x 120 mm x 80 cm,EA,1,08717648127182
Endovascular,Peripheral/Carotid,FoxCross,10325-20,FoxCross .035 4.0 mm x 20 mm x 80 cm,EA,1,08717648127199
Endovascular,Peripheral/Carotid,FoxCross,10325-40,FoxCross .035 4.0 mm x 40 mm x 80 cm,EA,1,08717648127205
Endovascular,Peripheral/Carotid,FoxCross,10325-60,FoxCross .035 4.0 mm x 60 mm x 80 cm,EA,1,08717648127212
Endovascular,Peripheral/Carotid,FoxCross,10325-80,FoxCross .035 4.0 mm x 80 mm x 80 cm,EA,1,08717648127229
Endovascular,Peripheral/Carotid,FoxCross,10326-100,FoxCross .035 5.0 mm x 100 mm x 80 cm,EA,1,08717648127236
Endovascular,Peripheral/Carotid,FoxCross,10326-120,FoxCross .035 5.0 mm x 120 mm x 80 cm,EA,1,08717648127243
Endovascular,Peripheral/Carotid,FoxCross,10326-20,FoxCross .035 5.0 mm x 20 mm x 80 cm,EA,1,08717648127250
Endovascular,Peripheral/Carotid,FoxCross,10326-30,FoxCross .035 5.0 mm x 30 mm x 80 cm,EA,1,08717648127267
Endovascular,Peripheral/Carotid,FoxCross,10326-40,FoxCross .035 5.0 mm x 40 mm x 80 cm,EA,1,08717648127274
Endovascular,Peripheral/Carotid,FoxCross,10326-60,FoxCross .035 5.0 mm x 60 mm x 80 cm,EA,1,08717648127281
Endovascular,Peripheral/Carotid,FoxCross,10326-80,FoxCross .035 5.0 mm x 80 mm x 80 cm,EA,1,08717648127298
Endovascular,Peripheral/Carotid,FoxCross,10327-100,FoxCross .035 6.0 mm x 100 mm x 80 cm,EA,1,08717648127304
Endovascular,Peripheral/Carotid,FoxCross,10327-120,FoxCross .035 6.0 mm x 120 mm x 80 cm,EA,1,08717648127311
Endovascular,Peripheral/Carotid,FoxCross,10327-20,FoxCross .035 6.0 mm x 20 mm x 80 cm,EA,1,08717648127328
Endovascular,Peripheral/Carotid,FoxCross,10327-30,FoxCross .035 6.0 mm x 30 mm x 80 cm,EA,1,08717648127335
Endovascular,Peripheral/Carotid,FoxCross,10327-40,FoxCross .035 6.0 mm x 40 mm x 80 cm,EA,1,08717648127342
Endovascular,Peripheral/Carotid,FoxCross,10327-60,FoxCross .035 6.0 mm x 60 mm x 80 cm,EA,1,08717648127359
Endovascular,Peripheral/Carotid,FoxCross,10327-80,FoxCross .035 6.0 mm x 80 mm x 80 cm,EA,1,08717648127366
Endovascular,Peripheral/Carotid,FoxCross,10328-100,FoxCross .035 7.0 mm x 100 mm x 80 cm,EA,1,08717648127373
Endovascular,Peripheral/Carotid,FoxCross,10328-120,FoxCross .035 7.0 mm x 120 mm x 80 cm,EA,1,08717648127380
Endovascular,Peripheral/Carotid,FoxCross,10328-20,FoxCross .035 7.0 mm x 20 mm x 80 cm,EA,1,08717648127397
Endovascular,Peripheral/Carotid,FoxCross,10328-30,FoxCross .035 7.0 mm x 30 mm x 80 cm,EA,1,08717648127403
Endovascular,Peripheral/Carotid,FoxCross,10328-40,FoxCross .035 7.0 mm x 40 mm x 80 cm,EA,1,08717648127410
Endovascular,Peripheral/Carotid,FoxCross,10328-60,FoxCross .035 7.0 mm x 60 mm x 80 cm,EA,1,08717648127427
Endovascular,Peripheral/Carotid,FoxCross,10328-80,FoxCross .035 7.0 mm x 80 mm x 80 cm,EA,1,08717648127434
Endovascular,Peripheral/Carotid,FoxCross,10329-20,FoxCross .035 8.0 mm x 20 mm x 80 cm,EA,1,08717648127441
Endovascular,Peripheral/Carotid,FoxCross,10329-30,FoxCross .035 8.0 mm x 30 mm x 80 cm,EA,1,08717648127458
Endovascular,Peripheral/Carotid,FoxCross,10329-40,FoxCross .035 8.0 mm x 40 mm x 80 cm,EA,1,08717648127465
Endovascular,Peripheral/Carotid,FoxCross,10329-60,FoxCross .035 8.0 mm x 60 mm x 80 cm,EA,1,08717648127472
Endovascular,Peripheral/Carotid,FoxCross,10329-80,FoxCross .035 8.0 mm x 80 mm x 80 cm,EA,1,08717648127489
Endovascular,Peripheral/Carotid,FoxCross,10330-20,FoxCross .035 9.0 mm x 20 mm x 80 cm,EA,1,08717648127496
Endovascular,Peripheral/Carotid,FoxCross,10330-30,FoxCross .035 9.0 mm x 30 mm x 80 cm,EA,1,08717648127502
Endovascular,Peripheral/Carotid,FoxCross,10330-40,FoxCross .035 9.0 mm x 40 mm x 80 cm,EA,1,08717648127519
Endovascular,Peripheral/Carotid,FoxCross,10330-60,FoxCross .035 9.0 mm x60 mm x 80 cm,EA,1,08717648127526
Endovascular,Peripheral/Carotid,FoxCross,10331-20,FoxCross .035 10 mm x 20 mm x 80 cm,EA,1,08717648127533
Endovascular,Peripheral/Carotid,FoxCross,10331-30,FoxCross .035 10 mm x 30 mm x 80 cm,EA,1,08717648127540
Endovascular,Peripheral/Carotid,FoxCross,10331-40,FoxCross .035 10 mm x 40 mm x 80 cm,EA,1,08717648127557
Endovascular,Peripheral/Carotid,FoxCross,10331-60,FoxCross .035 10 mm x 60 mm x 80 cm,EA,1,08717648127564
Endovascular,Peripheral/Carotid,FoxCross,10332-20,FoxCross .035 12.0 mm x 20 mm x 80 cm,EA,1,08717648127571
Endovascular,Peripheral/Carotid,FoxCross,10332-30,FoxCross .035 12.0 mm x 30 mm x 80 cm,EA,1,08717648127588
Endovascular,Peripheral/Carotid,FoxCross,10332-40,FoxCross .035 12.0 mm x 40 mm x 80 cm,EA,1,08717648127595
Endovascular,Peripheral/Carotid,FoxCross,10332-60,FoxCross .035 12.0 mm x 60 mm x 80 cm,EA,1,08717648127601
Endovascular,Peripheral/Carotid,FoxCross,10333-20,FoxCross .035 3.0 mm x 20 mm x 135 cm,EA,1,08717648127618
Endovascular,Peripheral/Carotid,FoxCross,10333-40,FoxCross .035 3.0 mm x 40 mm x 135 cm,EA,1,08717648127625
Endovascular,Peripheral/Carotid,FoxCross,10333-80,FoxCross .035 3.0 mm x 80 mm x 135 cm,EA,1,08717648127632
Endovascular,Peripheral/Carotid,FoxCross,10334-100,FoxCross .035 4.0 mm x 100 mm x 135 cm,EA,1,08717648127649
Endovascular,Peripheral/Carotid,FoxCross,10334-120,FoxCross .035 4.0 mm x 120 mmx 135 cm,EA,1,08717648127656
Endovascular,Peripheral/Carotid,FoxCross,10334-20,FoxCross .035 4.0 mm x 20 mm x 135 cm,EA,1,08717648127663
Endovascular,Peripheral/Carotid,FoxCross,10334-40,FoxCross .035 4.0 mm x 40mm x 135 cm,EA,1,08717648127670
Endovascular,Peripheral/Carotid,FoxCross,10334-60,FoxCross .035 4.0 mm x 60 mm x 135 cm,EA,1,08717648127687
Endovascular,Peripheral/Carotid,FoxCross,10334-80,FoxCross .035 4.0 mm x 80 mm x 135 cm,EA,1,08717648127694
Endovascular,Peripheral/Carotid,FoxCross,10335-100,FoxCross .035 5.0 mm x 100 mm x 135 cm,EA,1,08717648127700
Endovascular,Peripheral/Carotid,FoxCross,10335-120,FoxCross .035 5.0 mm x 120 mm x 135 cm,EA,1,08717648127717
Endovascular,Peripheral/Carotid,FoxCross,10335-20,FoxCross .035 5.0 mm x 20 mm x 135 cm,EA,1,08717648127724
Endovascular,Peripheral/Carotid,FoxCross,10335-30,FoxCross .035 5.0 mm x 30 mm x 135 cm,EA,1,08717648127731
Endovascular,Peripheral/Carotid,FoxCross,10335-40,FoxCross .035 5.0 mm x 40 mm x 135 cm,EA,1,08717648127748
Endovascular,Peripheral/Carotid,FoxCross,10335-60,FoxCross .035 5.0 mm x 60 mm x 135 cm,EA,1,08717648127755
Endovascular,Peripheral/Carotid,FoxCross,10335-80,FoxCross .035 5.0 mm x 80 mm x 135 cm,EA,1,08717648127762
Endovascular,Peripheral/Carotid,FoxCross,10336-100,FoxCross .035 6.0 mm x 100 mm x 135 cm,EA,1,08717648127779
Endovascular,Peripheral/Carotid,FoxCross,10336-120,FoxCross .035 6.0 mm x 120 mm x 135 cm,EA,1,08717648127786
Endovascular,Peripheral/Carotid,FoxCross,10336-20,FoxCross .035 6.0 mm x 20 mm x 135 cm,EA,1,08717648127793
Endovascular,Peripheral/Carotid,FoxCross,10336-30,FoxCross .035 6.0 mm x 30 mm x 135 cm,EA,1,08717648127809
Endovascular,Peripheral/Carotid,FoxCross,10336-40,FoxCross .035 6.0 mm x 40 mm x 135 cm,EA,1,08717648127816
Endovascular,Peripheral/Carotid,FoxCross,10336-60,FoxCross .035 6.0 mm x 60 mm x 135 cm,EA,1,08717648127823
Endovascular,Peripheral/Carotid,FoxCross,10336-80,FoxCross .035 6.0 mm x 80 mm x 135 cm,EA,1,08717648127830
Endovascular,Peripheral/Carotid,FoxCross,10337-100,FoxCross .035 7.0 mm x 100 mm x 135 cm,EA,1,08717648127847
Endovascular,Peripheral/Carotid,FoxCross,10337-120,FoxCross .035 7.0 mm x 120 mm x 135 cm,EA,1,08717648127854
Endovascular,Peripheral/Carotid,FoxCross,10337-20,FoxCross .035 7.0 mm x 20 mm x 135 cm,EA,1,08717648127861
Endovascular,Peripheral/Carotid,FoxCross,10337-30,FoxCross .035 7.0 mm x 30 mm x 135 cm,EA,1,08717648127878
Endovascular,Peripheral/Carotid,FoxCross,10337-40,FoxCross .035 7.0 mm x 40 mm x 135 cm,EA,1,08717648127885
Endovascular,Peripheral/Carotid,FoxCross,10337-60,FoxCross .035 7.0 mm x 60 mm x 135 cm,EA,1,08717648127892
Endovascular,Peripheral/Carotid,FoxCross,10338-20,FoxCross .035 8.0 mm x 20 mm x 135 cm,EA,1,08717648127908
Endovascular,Peripheral/Carotid,FoxCross,10338-30,FoxCross .035 8.0 mm x 30 mm x 135 cm,EA,1,08717648127915
Endovascular,Peripheral/Carotid,FoxCross,10338-40,FoxCross .035 8.0 mm x 40 mm x 135 cm,EA,1,08717648127922
Endovascular,Peripheral/Carotid,FoxCross,10339-20,FoxCross .035 9.0 mm x 20 mm x 135 cm,EA,1,08717648127939
Endovascular,Peripheral/Carotid,FoxCross,10339-30,FoxCross .035 9.0 mm x 30 mm x 135 cm,EA,1,08717648127946
Endovascular,Peripheral/Carotid,FoxCross,10339-40,FoxCross .035 9.0 mm x 40 mm x 135 cm,EA,1,08717648127953
Endovascular,Peripheral/Carotid,FoxCross,10340-20,FoxCross .035 10 mm x 20 mm x 135 cm,EA,1,08717648127960
Endovascular,Peripheral/Carotid,FoxCross,10340-30,FoxCross .035 10 mm x 30 mm x 135 cm,EA,1,08717648127977
Endovascular,Peripheral/Carotid,FoxCross,10340-40,FoxCross .035 10 mm x 40 mm x 135 cm,EA,1,08717648127984
Endovascular,Peripheral/Carotid,FoxCross,10341-20,FoxCross .035 12.0 mm x 20 mm x 135 cm,EA,1,08717648127991
Endovascular,Peripheral/Carotid,FoxCross,10341-40,FoxCross .035 12.0 mm x 40 mm x 135 cm,EA,1,08717648128004
Endovascular,Peripheral/Carotid,FoxCross,10342-20,FoxCross .035 14.0 mm x 20 mm x 80 cm,EA,1,08717648144004
Endovascular,Peripheral/Carotid,FoxCross,10342-40,FoxCross .035 14.0 mm x 40 mm x 80 cm,EA,1,08717648144011
Endovascular,Peripheral/Carotid,FoxCross,10343-20,FoxCross .035 14.0 mm x 20 mm x 135 cm,EA,1,08717648144028
Endovascular,Peripheral/Carotid,FoxCross,10343-40,FoxCross .035 14.0 mm x 40 mm x 135 cm,EA,1,08717648144035
Endovascular,Peripheral/Carotid,Guide Wire Extension,1012068-10,.035 LOC Guide Wire Extension,PCK,5,28717648124079
Endovascular,Peripheral/Carotid,Guide Wire Extension,1012068-10,.035 LOC Guide Wire Extension,EA,Reference Only,08717648124075
Endovascular,Peripheral/Carotid,HT Command,2078172,+ACI-Hi-Torque Command Guide Wire .014+ACIAIg- 190 cm+ACI-,EA,1,08717648176654
Endovascular,Peripheral/Carotid,HT Command,2078172,+ACI-Hi-Torque Command Guide Wire .014+ACIAIg- 190 cm+ACI-,PCK,Reference Only,28717648176658
Endovascular,Peripheral/Carotid,HT Command,2078173,+ACI-Hi-Torque Command Guide Wire .014+ACIAIg- 300 cm+ACI-,EA,1,08717648176661
Endovascular,Peripheral/Carotid,HT Command,2078173,+ACI-Hi-Torque Command Guide Wire .014+ACIAIg- 300 cm+ACI-,PCK,Reference Only,28717648176665
Endovascular,Peripheral/Carotid,HT Command,2078174,+ACI-Hi-Torque Command ES Guide Wire .014+ACIAIg- 190 cm+ACI-,EA,1,08717648176678
Endovascular,Peripheral/Carotid,HT Command,2078174,+ACI-Hi-Torque Command ES Guide Wire .014+ACIAIg- 190 cm+ACI-,PCK,Reference Only,28717648176672
Endovascular,Peripheral/Carotid,HT Command,2078175,+ACI-Hi-Torque Command ES Guide Wire .014+ACIAIg- 300 cm+ACI-,EA,1,08717648176685
Endovascular,Peripheral/Carotid,HT Command,2078175,+ACI-Hi-Torque Command ES Guide Wire .014+ACIAIg- 300 cm+ACI-,PCK,Reference Only,28717648176689
Endovascular,Peripheral/Carotid,HT Connect,1012587,+ACI-Hi-Torque Connect Guide Wire .018+ACIAIg- 145 cm+ACI-,EA,Reference Only,08717648174971
Endovascular,Peripheral/Carotid,HT Connect,1012587,+ACI-Hi-Torque Connect Guide Wire .018+ACIAIg- 145 cm+ACI-,PCK,5,28717648174975
Endovascular,Peripheral/Carotid,HT Connect,1012588,+ACI-Hi-Torque Connect Guide Wire .018+ACIAIg- 195 cm+ACI-,EA,Reference Only,08717648174988
Endovascular,Peripheral/Carotid,HT Connect,1012588,+ACI-Hi-Torque Connect Guide Wire .018+ACIAIg- 195 cm+ACI-,PCK,5,28717648174982
Endovascular,Peripheral/Carotid,HT Connect,1012589,+ACI-Hi-Torque Connect Guide Wire .018+ACIAIg- 300 cm+ACI-,PCK,5,28717648174999
Endovascular,Peripheral/Carotid,HT Connect,1012589,+ACI-Hi-Torque Connect Guide Wire .018+ACIAIg- 300 cm+ACI-,EA,Reference Only,08717648174995
Endovascular,Peripheral/Carotid,HT Connect,1012590,+ACI-Hi-Torque Connect Flex Guide Wire .018+ACIAIg- 145 cm+ACI-,EA,Reference Only,08717648175008
Endovascular,Peripheral/Carotid,HT Connect,1012590,+ACI-Hi-Torque Connect Flex Guide Wire .018+ACIAIg- 145 cm+ACI-,PCK,5,28717648175002
Endovascular,Peripheral/Carotid,HT Connect,1012591,+ACI-Hi-Torque Connect Flex Guide Wire .018+ACIAIg- 195 cm+ACI-,PCK,5,28717648175019
Endovascular,Peripheral/Carotid,HT Connect,1012591,+ACI-Hi-Torque Connect Flex Guide Wire .018+ACIAIg- 195 cm+ACI-,EA,Reference Only,08717648175015
Endovascular,Peripheral/Carotid,HT Connect,1012592,+ACI-Hi-Torque Connect Flex Guide Wire .018+ACIAIg- 300 cm+ACI-,PCK,5,28717648175026
Endovascular,Peripheral/Carotid,HT Connect,1012592,+ACI-Hi-Torque Connect Flex Guide Wire .018+ACIAIg- 300 cm+ACI-,EA,Reference Only,08717648175022
Endovascular,Peripheral/Carotid,HT Connect,1012593,+ACI-Hi-Torque Connect 250T Guide Wire .018+ACIAIg- 145 cm+ACI-,PCK,5,28717648175033
Endovascular,Peripheral/Carotid,HT Connect,1012593,+ACI-Hi-Torque Connect 250T Guide Wire .018+ACIAIg- 145 cm+ACI-,EA,Reference Only,08717648175039
Endovascular,Peripheral/Carotid,HT Connect,1012594,+ACI-Hi-Torque Connect 250T Guide Wire .018+ACIAIg- 195 cm+ACI-,PCK,5,28717648175040
Endovascular,Peripheral/Carotid,HT Connect,1012594,+ACI-Hi-Torque Connect 250T Guide Wire .018+ACIAIg- 195 cm+ACI-,EA,Reference Only,08717648175046
Endovascular,Peripheral/Carotid,HT Connect,1012595,+ACI-Hi-Torque Connect 250T Guide Wire .018+ACIAIg- 300 cm+ACI-,PCK,5,28717648175057
Endovascular,Peripheral/Carotid,HT Connect,1012595,+ACI-Hi-Torque Connect 250T Guide Wire .018+ACIAIg- 300 cm+ACI-,EA,Reference Only,08717648175053
Endovascular,Peripheral/Carotid,Herculink Elite,1011486-12,RX Herculink Elite+AK4- Renal and Biliary Stent System 4.0 mm x 12 mm x 80 cm,EA,1,08717648077791
Endovascular,Peripheral/Carotid,Herculink Elite,1011486-15,RX Herculink Elite+AK4- Renal and Biliary Stent System 4.0 mm x 15 mm x 80 cm,EA,1,08717648077807
Endovascular,Peripheral/Carotid,Herculink Elite,1011486-18,RX Herculink Elite+AK4- Renal and Biliary Stent System 4.0 mm x 18 mm x 80 cm,EA,1,08717648077814
Endovascular,Peripheral/Carotid,Herculink Elite,1011487-12,RX Herculink Elite+AK4- Renal and Biliary Stent System 4.0 mm x 12 mm x 135 cm,EA,1,08717648077821
Endovascular,Peripheral/Carotid,Herculink Elite,1011487-15,RX Herculink Elite+AK4- Renal and Biliary Stent System 4.0 mm x 15 mm x 135 cm,EA,1,08717648077838
Endovascular,Peripheral/Carotid,Herculink Elite,1011487-18,RX Herculink Elite+AK4- Renal and Biliary Stent System 4.0 mm x 18 mm x 135 cm,EA,1,08717648077845
Endovascular,Peripheral/Carotid,Herculink Elite,1011489-12,RX Herculink Elite+AK4- Renal and Biliary Stent System 4.5 mm x 12 mm x 80 cm,EA,1,08717648077883
Endovascular,Peripheral/Carotid,Herculink Elite,1011489-15,RX Herculink Elite+AK4- Renal and Biliary Stent System 4.5 mm x 15 mm x 80 cm,EA,1,08717648077890
Endovascular,Peripheral/Carotid,Herculink Elite,1011489-18,RX Herculink Elite+AK4- Renal and Biliary Stent System 4.5 mm x 18 mm x 80 cm,EA,1,08717648077906
Endovascular,Peripheral/Carotid,Herculink Elite,1011490-12,RX Herculink Elite+AK4- Renal and Biliary Stent System 4.5 mm x 12 mm x 135 cm,EA,1,08717648077913
Endovascular,Peripheral/Carotid,Herculink Elite,1011490-15,RX Herculink Elite+AK4- Renal and Biliary Stent System 4.5 mm x 15 mm x 135 cm,EA,1,08717648077920
Endovascular,Peripheral/Carotid,Herculink Elite,1011490-18,RX Herculink Elite+AK4- Renal and Biliary Stent System 4.5 mm x 18 mm x 135 cm,EA,1,08717648077937
Endovascular,Peripheral/Carotid,Herculink Elite,1011492-12,RX Herculink Elite+AK4- Renal and Biliary Stent System 5.0 mm x 12 mm x 80 cm,EA,1,08717648077975
Endovascular,Peripheral/Carotid,Herculink Elite,1011492-15,RX Herculink Elite+AK4- Renal and Biliary Stent System 5.0 mm x 15 mm x 80 cm,EA,1,08717648077982
Endovascular,Peripheral/Carotid,Herculink Elite,1011492-18,RX Herculink Elite+AK4- Renal and Biliary Stent System 5.0 mm x 18 mm x 80 cm,EA,1,08717648077999
Endovascular,Peripheral/Carotid,Herculink Elite,1011493-12,RX Herculink Elite+AK4- Renal and Biliary Stent System 5.0 mm x 12 mm x 135 cm,EA,1,08717648078002
Endovascular,Peripheral/Carotid,Herculink Elite,1011493-15,RX Herculink Elite+AK4- Renal and Biliary Stent System 5.0 mm x 15 mm x 135 cm,EA,1,08717648078019
Endovascular,Peripheral/Carotid,Herculink Elite,1011493-18,RX Herculink Elite+AK4- Renal and Biliary Stent System 5.0 mm x 18 mm x 135 cm,EA,1,08717648078026
Endovascular,Peripheral/Carotid,Herculink Elite,1011495-12,RX Herculink Elite+AK4- Renal and Biliary Stent System 5.5 mm x 12 mm x 80 cm,EA,1,08717648078064
Endovascular,Peripheral/Carotid,Herculink Elite,1011495-15,RX Herculink Elite+AK4- Renal and Biliary Stent System 5.5 mm x 15 mm x 80 cm,EA,1,08717648078071
Endovascular,Peripheral/Carotid,Herculink Elite,1011495-18,RX Herculink Elite+AK4- Renal and Biliary Stent System 5.5 mm x 18 mm x 80 cm,EA,1,08717648078088
Endovascular,Peripheral/Carotid,Herculink Elite,1011496-12,RX Herculink Elite+AK4- Renal and Biliary Stent System 5.5 mm x 12 mm x 135 cm,EA,1,08717648078095
Endovascular,Peripheral/Carotid,Herculink Elite,1011496-15,RX Herculink Elite+AK4- Renal and Biliary Stent System 5.5 mm x 15 mm x 135 cm,EA,1,08717648078101
Endovascular,Peripheral/Carotid,Herculink Elite,1011496-18,RX Herculink Elite+AK4- Renal and Biliary Stent System 5.5 mm x 18 mm x 135 cm,EA,1,08717648078118
Endovascular,Peripheral/Carotid,Herculink Elite,1011498-12,RX Herculink Elite+AK4- Renal and Biliary Stent System 6.0 mm x 12 mm x 80 cm,EA,1,08717648078156
Endovascular,Peripheral/Carotid,Herculink Elite,1011498-15,RX Herculink Elite+AK4- Renal and Biliary Stent System 6.0 mm x 15 mm x 80 cm,EA,1,08717648078163
Endovascular,Peripheral/Carotid,Herculink Elite,1011498-18,RX Herculink Elite+AK4- Renal and Biliary Stent System 6.0 mm x 18 mm x 80 cm,EA,1,08717648078170
Endovascular,Peripheral/Carotid,Herculink Elite,1011499-12,RX Herculink Elite+AK4- Renal and Biliary Stent System 6.0 mm x 12 mm x 135 cm,EA,1,08717648078187
